Марка;Сслыка;Цена в $;Цена  в UAH;Город
ВАЗ 210992000;https://auto.ria.com/uk/auto_vaz_21099_31084933.html;2 200;58 938 грн;Сєвєродонецьк
ВАЗ 21102004;https://auto.ria.com/uk/auto_vaz_2110_27731635.html;2 500;66 975 грн;Лисичанськ
ВАЗ 21051983;https://auto.ria.com/uk/auto_vaz_2105_31084893.html;750;20 093 грн;Сокиряни
ВАЗ 210992006;https://auto.ria.com/uk/auto_vaz_21099_30578375.html;2 700;72 333 грн;Запоріжжя
ВАЗ 21152001;https://auto.ria.com/uk/auto_vaz_2115_30869143.html;2 150;57 599 грн;Коломия
ВАЗ 21011983;https://auto.ria.com/uk/auto_vaz_2101_31084705.html;750;20 093 грн;Долинська
ВАЗ 212131995;https://auto.ria.com/uk/auto_vaz_21213_31084825.html;2 500;66 975 грн;Харків
ВАЗ 2108 210831992;https://auto.ria.com/uk/auto_vaz_2108_31084818.html;1 600;42 864 грн;Запоріжжя
ВАЗ 21122006;https://auto.ria.com/uk/auto_vaz_2112_31084800.html;3 200;85 728 грн з ПДВ;Бердянськ
ВАЗ 21011974;https://auto.ria.com/uk/auto_vaz_2101_30897219.html;1 100;29 469 грн;Мелітополь
ВАЗ 21091993;https://auto.ria.com/uk/auto_vaz_2109_31084709.html;800;21 432 грн;Кременчук
ВАЗ 21211991;https://auto.ria.com/uk/auto_vaz_2121_31084689.html;4 200;112 518 грн;Кам'янець-Подільський
ВАЗ 21702007;https://auto.ria.com/uk/auto_vaz_2170_27678281.html;3 800;101 802 грн;Харків
ВАЗ 21021985;https://auto.ria.com/uk/auto_vaz_2102_31084656.html;550;14 735 грн;Полонне
ВАЗ 21152006;https://auto.ria.com/uk/auto_vaz_2115_31084574.html;3 000;80 370 грн;Миколаїв
ВАЗ 21102001;https://auto.ria.com/uk/auto_vaz_2110_31084535.html;3 500;93 765 грн;Кропивницький (Кіровоград)
ВАЗ 21092008;https://auto.ria.com/uk/auto_vaz_2109_29509158.html;3 000;80 370 грн;Косів
ВАЗ 210992008;https://auto.ria.com/uk/auto_vaz_21099_31084433.html;3 200;85 728 грн;Тальне
ВАЗ 21011980;https://auto.ria.com/uk/auto_vaz_2101_31084355.html;820;21 968 грн;Тернопіль
ВАЗ 210992001;https://auto.ria.com/uk/auto_vaz_21099_31084368.html;1 100;29 469 грн;Коростень
ВАЗ 21071989;https://auto.ria.com/uk/auto_vaz_2107_31084329.html;1 000;26 790 грн;Хмільник
ВАЗ 21142006;https://auto.ria.com/uk/auto_vaz_2114_31084251.html;3 600;96 444 грн;Біла Церква
ВАЗ 2107 0202006;https://auto.ria.com/uk/auto_vaz_2107_31084293.html;1 500;40 185 грн з ПДВ;Старобільськ
ВАЗ 212142008;https://auto.ria.com/uk/auto_vaz_21214_31084276.html;5 700;152 703 грн;Київ
ВАЗ 21091997;https://auto.ria.com/uk/auto_vaz_2109_31084239.html;1 450;38 846 грн;Тернопіль
ВАЗ 11182007;https://auto.ria.com/uk/auto_vaz_1118_31084231.html;2 650;70 994 грн;Харків
ВАЗ 21102006;https://auto.ria.com/uk/auto_vaz_2110_31084224.html;3 249;87 041 грн;Маріуполь
ВАЗ 21102005;https://auto.ria.com/uk/auto_vaz_2110_31084213.html;2 550;68 315 грн;Богородчани
ВАЗ 21071989;https://auto.ria.com/uk/auto_vaz_2107_30845281.html;1 500;40 185 грн;Чернівці
ВАЗ 210992002;https://auto.ria.com/uk/auto_vaz_21099_31084216.html;2 400;64 296 грн;Муровані Курилівці
ВАЗ 210992005;https://auto.ria.com/uk/auto_vaz_21099_31084215.html;3 000;80 370 грн;Миколаїв
ВАЗ 21072005;https://auto.ria.com/uk/auto_vaz_2107_31084193.html;1 750;46 883 грн;Самбір
ВАЗ 210991998;https://auto.ria.com/uk/auto_vaz_21099_31084186.html;2 150;57 599 грн;Запоріжжя
ВАЗ 210992006;https://auto.ria.com/uk/auto_vaz_21099_31084187.html;2 800;75 012 грн;Чернігів
ВАЗ 21152004;https://auto.ria.com/uk/auto_vaz_2115_31084099.html;3 700;99 123 грн;Новоселиця
ВАЗ 21041988;https://auto.ria.com/uk/auto_vaz_2104_30533587.html;800;21 432 грн;Дубровиця
ВАЗ 21102004;https://auto.ria.com/uk/auto_vaz_2110_30554484.html;1 900;50 901 грн;Новоукраїнка
ВАЗ 21061990;https://auto.ria.com/uk/auto_vaz_2106_31084079.html;580;15 538 грн;Київ
ВАЗ 21702008;https://auto.ria.com/uk/auto_vaz_2170_31084097.html;3 750;100 463 грн;Конотоп
ВАЗ 21091992;https://auto.ria.com/uk/auto_vaz_2109_31084080.html;1 700;45 543 грн;Бровари
ВАЗ 21051990;https://auto.ria.com/uk/auto_vaz_2105_31084072.html;850;22 772 грн;Рівне
ВАЗ 21132007;https://auto.ria.com/uk/auto_vaz_2113_30845616.html;3 400;91 086 грн;Одеса
ВАЗ 210992007;https://auto.ria.com/uk/auto_vaz_21099_31083666.html;3 299;88 380 грн;Одеса
ВАЗ 21211981;https://auto.ria.com/uk/auto_vaz_2121_31083941.html;2 400;64 296 грн;Іршава
ВАЗ 21122006;https://auto.ria.com/uk/auto_vaz_2112_30888915.html;2 900;77 691 грн;Калинівка
ВАЗ 21071981;https://auto.ria.com/uk/auto_vaz_2107_29594144.html;1 200;32 148 грн;Черняхів
ВАЗ 21142005;https://auto.ria.com/uk/auto_vaz_2114_31083207.html;2 400;64 296 грн;Кіцмань
ВАЗ 21132005;https://auto.ria.com/uk/auto_vaz_2113_31083875.html;2 950;79 031 грн;Харків
ВАЗ 21072006;https://auto.ria.com/uk/auto_vaz_2107_22166262.html;1 950;52 241 грн;Тернопіль
ВАЗ 21122007;https://auto.ria.com/uk/auto_vaz_2112_30836665.html;3 000;80 370 грн;Бердянськ
ВАЗ 21072004;https://auto.ria.com/uk/auto_vaz_2107_31083674.html;1 500;40 185 грн;Теплодар
ВАЗ 21152010;https://auto.ria.com/uk/auto_vaz_2115_27184987.html;3 577;95 828 грн;Рокитне
ВАЗ 2110 21103 16v2002;https://auto.ria.com/uk/auto_vaz_2110_31083568.html;2 700;72 333 грн;Запоріжжя
ВАЗ 21011976;https://auto.ria.com/uk/auto_vaz_2101_31083379.html;850;22 772 грн;Черкаси
ВАЗ 21091995;https://auto.ria.com/uk/auto_vaz_2109_30845895.html;2 100;56 259 грн;Ізмаїл
ВАЗ 212132004;https://auto.ria.com/uk/auto_vaz_21213_31083489.html;5 500;147 345 грн;Суми
ВАЗ 21092006;https://auto.ria.com/uk/auto_vaz_2109_31083434.html;3 100;83 049 грн;Вижниця
ВАЗ 21011972;https://auto.ria.com/uk/auto_vaz_2101_31083109.html;900;24 111 грн;Каховка
ВАЗ 21142011;https://auto.ria.com/uk/auto_vaz_2114_31083340.html;3 499;93 738 грн;Харків
ВАЗ 2105 1200s1984;https://auto.ria.com/uk/auto_vaz_2105_31083386.html;2 100;56 259 грн;Полтава
ВАЗ 21071986;https://auto.ria.com/uk/auto_vaz_2107_31083335.html;1 000;26 790 грн;Харків
ВАЗ 2111 2111122005;https://auto.ria.com/uk/auto_vaz_2111_31083330.html;1 700;45 543 грн;Городня
ВАЗ 21102005;https://auto.ria.com/uk/auto_vaz_2110_31083301.html;2 500;66 975 грн;Івано-Франківськ
ВАЗ 210992006;https://auto.ria.com/uk/auto_vaz_21099_31083284.html;2 700;72 333 грн;Біла Церква
ВАЗ 21091992;https://auto.ria.com/uk/auto_vaz_2109_31083265.html;1 600;42 864 грн;Буча
ВАЗ 21102007;https://auto.ria.com/uk/auto_vaz_2110_31083262.html;3 300;88 407 грн;Кривий Ріг
ВАЗ 210992007;https://auto.ria.com/uk/auto_vaz_21099_29622983.html;2 200;58 938 грн;Дубно
ВАЗ 21102004;https://auto.ria.com/uk/auto_vaz_2110_31083244.html;2 600;69 654 грн;Хуст
ВАЗ 21722008;https://auto.ria.com/uk/auto_vaz_2172_31083193.html;3 800;101 802 грн;Дніпро (Дніпропетровськ)
ВАЗ 2106 1500s1981;https://auto.ria.com/uk/auto_vaz_2106_29672777.html;1 100;29 469 грн;Луцьк
ВАЗ 210991996;https://auto.ria.com/uk/auto_vaz_21099_31083184.html;1 500;40 185 грн;Ізмаїл
ВАЗ 21071997;https://auto.ria.com/uk/auto_vaz_2107_31027619.html;1 240;33 220 грн;Дубно
ВАЗ 210991997;https://auto.ria.com/uk/auto_vaz_21099_31082981.html;1 800;48 222 грн;Бердянськ
ВАЗ 11182007;https://auto.ria.com/uk/auto_vaz_1118_31082876.html;3 750;100 463 грн;Одеса
ВАЗ 21061976;https://auto.ria.com/uk/auto_vaz_2106_31082961.html;950;25 451 грн;Житомир
ВАЗ 21091988;https://auto.ria.com/uk/auto_vaz_2109_30756853.html;1 050;28 130 грн;Ківерці
ВАЗ 21122006;https://auto.ria.com/uk/auto_vaz_2112_30602829.html;2 600;69 654 грн;Кропивницький (Кіровоград)
ВАЗ 21102002;https://auto.ria.com/uk/auto_vaz_2110_31082946.html;2 500;66 975 грн;Світловодськ
ВАЗ 2110 1.5GLI2004;https://auto.ria.com/uk/auto_vaz_2110_31000422.html;1 499;40 158 грн;Теофіполь
ВАЗ 21152008;https://auto.ria.com/uk/auto_vaz_2115_31071097.html;4 500;120 555 грн;Кременчук
ВАЗ 21051995;https://auto.ria.com/uk/auto_vaz_2105_31082864.html;1 650;44 204 грн;Глухів
ВАЗ 2106 21061982;https://auto.ria.com/uk/auto_vaz_2106_28724022.html;1 300;34 827 грн;Врадіївка
ВАЗ 21081992;https://auto.ria.com/uk/auto_vaz_2108_31076246.html;2 150;57 599 грн;Київ
ВАЗ 210991999;https://auto.ria.com/uk/auto_vaz_21099_31082886.html;1 900;50 901 грн;Макарів
ВАЗ 11172008;https://auto.ria.com/uk/auto_vaz_1117_30837270.html;3 600;96 444 грн;Харків
ВАЗ 21081990;https://auto.ria.com/uk/auto_vaz_2108_31082790.html;1 200;32 148 грн;Запоріжжя
ВАЗ 21042001;https://auto.ria.com/uk/auto_vaz_2104_31082800.html;1 600;42 864 грн;Козова
ВАЗ 21042007;https://auto.ria.com/uk/auto_vaz_2104_31082727.html;2 200;58 938 грн;Тернопіль
ВАЗ 210991995;https://auto.ria.com/uk/auto_vaz_21099_30840871.html;1 850;49 562 грн;Житомир
ВАЗ 21142012;https://auto.ria.com/uk/auto_vaz_2114_30306529.html;3 950;105 821 грн;Запоріжжя
ВАЗ 21152006;https://auto.ria.com/uk/auto_vaz_2115_31082732.html;2 300;61 617 грн;Заставна
ВАЗ 2109 201932005;https://auto.ria.com/uk/auto_vaz_2109_28656242.html;1 999;53 553 грн;Ужгород
ВАЗ 21102011;https://auto.ria.com/uk/auto_vaz_2110_30244992.html;4 000;107 160 грн;Кропивницький (Кіровоград)
ВАЗ 2111 211142008;https://auto.ria.com/uk/auto_vaz_2111_31082651.html;3 000;80 370 грн;Львів
ВАЗ 21042005;https://auto.ria.com/uk/auto_vaz_2104_30866398.html;1 800;48 222 грн;Миколаїв
ВАЗ 21061995;https://auto.ria.com/uk/auto_vaz_2106_31082608.html;659;17 655 грн;Коломия
ВАЗ 21092006;https://auto.ria.com/uk/auto_vaz_2109_31082613.html;2 650;70 994 грн;Кривий Ріг
ВАЗ 2101 210111982;https://auto.ria.com/uk/auto_vaz_2101_30797524.html;485;13 000 грн з ПДВ;Київ
ВАЗ 21042008;https://auto.ria.com/uk/auto_vaz_2104_31082570.html;3 000;80 370 грн;Кривий Ріг
ВАЗ 21112004;https://auto.ria.com/uk/auto_vaz_2111_31082551.html;2 400;64 296 грн;Кропивницький (Кіровоград)
ВАЗ 210992007;https://auto.ria.com/uk/auto_vaz_21099_30574734.html;2 700;72 333 грн;Збараж
ВАЗ 21702012;https://auto.ria.com/uk/auto_vaz_2170_30411976.html;5 100;136 629 грн;Кременчук
ВАЗ 21081991;https://auto.ria.com/uk/auto_vaz_2108_31082498.html;900;24 111 грн;Ходорів
ВАЗ 21061984;https://auto.ria.com/uk/auto_vaz_2106_31082455.html;1 400;37 506 грн;Маріуполь
ВАЗ 21099 210992003;https://auto.ria.com/uk/auto_vaz_21099_30566477.html;2 000;53 580 грн;Калуш
ВАЗ 21072003;https://auto.ria.com/uk/auto_vaz_2107_31082443.html;1 200;32 148 грн;Полтава
ВАЗ 21152008;https://auto.ria.com/uk/auto_vaz_2115_31082405.html;3 300;88 407 грн;Хуст
ВАЗ 21061983;https://auto.ria.com/uk/auto_vaz_2106_30872095.html;1 950;52 241 грн;Ананьїв
ВАЗ 21092008;https://auto.ria.com/uk/auto_vaz_2109_31082363.html;2 200;58 938 грн;Чернігів
ВАЗ 21071996;https://auto.ria.com/uk/auto_vaz_2107_31082301.html;1 300;34 827 грн з ПДВ;Маріуполь
ВАЗ 21072005;https://auto.ria.com/uk/auto_vaz_2107_31082268.html;2 400;64 296 грн;Шаргород
ВАЗ 21102013;https://auto.ria.com/uk/auto_vaz_2110_31082266.html;3 750;100 463 грн;Вінниця
ВАЗ 21051984;https://auto.ria.com/uk/auto_vaz_2105_31082156.html;2 500;66 975 грн;Харків
ВАЗ 21072002;https://auto.ria.com/uk/auto_vaz_2107_30416255.html;1 299;34 800 грн;Львів
ВАЗ 21152011;https://auto.ria.com/uk/auto_vaz_2115_31082175.html;3 800;101 802 грн;Івано-Франківськ
ВАЗ 21152012;https://auto.ria.com/uk/auto_vaz_2115_29237541.html;4 500;120 555 грн;Одеса
ВАЗ 21112009;https://auto.ria.com/uk/auto_vaz_2111_31082116.html;3 900;104 481 грн;Черкаси
ВАЗ 21051981;https://auto.ria.com/uk/auto_vaz_2105_31082074.html;800;21 432 грн;Яготин
ВАЗ 21061985;https://auto.ria.com/uk/auto_vaz_2106_31051077.html;1 150;30 809 грн;Чернівці
ВАЗ 21132006;https://auto.ria.com/uk/auto_vaz_2113_31082019.html;2 700;72 333 грн;Дніпро (Дніпропетровськ)
ВАЗ 21061986;https://auto.ria.com/uk/auto_vaz_2106_31081913.html;1 500;40 185 грн;Вараш (Кузнецовськ)
ВАЗ 21061990;https://auto.ria.com/uk/auto_vaz_2106_30232404.html;900;24 111 грн;Кам'янець-Подільський
ВАЗ 21011984;https://auto.ria.com/uk/auto_vaz_2101_30799730.html;850;22 772 грн;Гайсин
ВАЗ 21122008;https://auto.ria.com/uk/auto_vaz_2112_31081838.html;3 300;88 407 грн;Вінниця
ВАЗ 21071983;https://auto.ria.com/uk/auto_vaz_2107_29933404.html;1 100;29 469 грн;Нова Каховка
ВАЗ 21081989;https://auto.ria.com/uk/auto_vaz_2108_30837527.html;1 866;50 000 грн;Запоріжжя
ВАЗ 21142007;https://auto.ria.com/uk/auto_vaz_2114_30107628.html;2 053;55 000 грн;Львів
ВАЗ 21122006;https://auto.ria.com/uk/auto_vaz_2112_31081797.html;1 900;50 901 грн;Коломия
ВАЗ 21072007;https://auto.ria.com/uk/auto_vaz_2107_30844684.html;2 800;75 012 грн;Рубіжне
ВАЗ 21011977;https://auto.ria.com/uk/auto_vaz_2101_31073620.html;1 200;32 148 грн;Кременчук
ВАЗ 21211993;https://auto.ria.com/uk/auto_vaz_2121_31081672.html;1 350;36 167 грн;Нова Ушиця
ВАЗ 21071984;https://auto.ria.com/uk/auto_vaz_2107_31081659.html;900;24 111 грн;Кілія
ВАЗ 21102006;https://auto.ria.com/uk/auto_vaz_2110_30647352.html;3 500;93 765 грн;Каховка
ВАЗ 21112008;https://auto.ria.com/uk/auto_vaz_2111_29325864.html;2 250;60 278 грн;Буковель
ВАЗ 2115 1.52006;https://auto.ria.com/uk/auto_vaz_2115_31081541.html;2 700;72 333 грн;Київ
ВАЗ 21011971;https://auto.ria.com/uk/auto_vaz_2101_31081388.html;700;18 753 грн;Дніпро (Дніпропетровськ)
ВАЗ 210992006;https://auto.ria.com/uk/auto_vaz_21099_31081467.html;2 750;73 673 грн;Богодухів
ВАЗ 21081989;https://auto.ria.com/uk/auto_vaz_2108_30572892.html;1 700;45 543 грн;Кельменці
ВАЗ 21102007;https://auto.ria.com/uk/auto_vaz_2110_31081365.html;2 900;77 691 грн;Бердичів
ВАЗ 11192007;https://auto.ria.com/uk/auto_vaz_1119_30560125.html;3 000;80 370 грн;Львів
ВАЗ 2109 21091997;https://auto.ria.com/uk/auto_vaz_2109_31081314.html;2 000;53 580 грн;Городок
ВАЗ 21142007;https://auto.ria.com/uk/auto_vaz_2114_30812317.html;2 600;69 654 грн;Луцьк
ВАЗ 21081992;https://auto.ria.com/uk/auto_vaz_2108_30571407.html;1 000;26 790 грн;Снятин
ВАЗ 21042007;https://auto.ria.com/uk/auto_vaz_2104_31081292.html;2 050;54 920 грн;Коломия
ВАЗ 21051991;https://auto.ria.com/uk/auto_vaz_2105_30814296.html;900;24 111 грн;Рахів
ВАЗ 21071990;https://auto.ria.com/uk/auto_vaz_2107_31081255.html;1 680;45 000 грн;Барвінкове
ВАЗ 21061986;https://auto.ria.com/uk/auto_vaz_2106_31081273.html;1 000;26 790 грн;Покровськ (Красноармійськ)
ВАЗ 21041986;https://auto.ria.com/uk/auto_vaz_2104_31081243.html;900;24 111 грн;Підволочиськ
ВАЗ 21102006;https://auto.ria.com/uk/auto_vaz_2110_31070016.html;2 650;70 994 грн;Суми
ВАЗ 21214 17002013;https://auto.ria.com/uk/auto_vaz_21214_30544935.html;5 700;152 703 грн;Харків
ВАЗ 21081990;https://auto.ria.com/uk/auto_vaz_2108_30424960.html;1 550;41 525 грн;Дрогобич
ВАЗ 2109 20082003;https://auto.ria.com/uk/auto_vaz_2109_31019083.html;2 448;65 582 грн;Запоріжжя
ВАЗ 21072005;https://auto.ria.com/uk/auto_vaz_2107_29110999.html;1 260;33 755 грн;Прилуки
ВАЗ 21102006;https://auto.ria.com/uk/auto_vaz_2110_31081101.html;3 500;93 765 грн;Генічеськ
ВАЗ 21011984;https://auto.ria.com/uk/auto_vaz_2101_31081068.html;1 380;36 970 грн;Вінниця
ВАЗ 21102003;https://auto.ria.com/uk/auto_vaz_2110_31080880.html;2 199;58 911 грн;Кам'янець-Подільський
ВАЗ 21152003;https://auto.ria.com/uk/auto_vaz_2115_29607045.html;2 400;64 296 грн;Муровані Курилівці
ВАЗ 21142004;https://auto.ria.com/uk/auto_vaz_2114_31081002.html;2 650;70 994 грн;Тиврів
ВАЗ 11182008;https://auto.ria.com/uk/auto_vaz_1118_31080986.html;3 000;80 370 грн;Луцьк
ВАЗ 21051984;https://auto.ria.com/uk/auto_vaz_2105_31080968.html;550;14 735 грн;Івано-Франківськ
ВАЗ 21122007;https://auto.ria.com/uk/auto_vaz_2112_31080948.html;2 000;53 580 грн;Київ
ВАЗ 21112007;https://auto.ria.com/uk/auto_vaz_2111_30843124.html;2 800;75 012 грн;Чорнобай
ВАЗ 21081988;https://auto.ria.com/uk/auto_vaz_2108_31080866.html;1 200;32 148 грн;Львів
ВАЗ 21102003;https://auto.ria.com/uk/auto_vaz_2110_31080819.html;2 700;72 333 грн;Івано-Франківськ
ВАЗ 2104 51988;https://auto.ria.com/uk/auto_vaz_2104_31080767.html;900;24 111 грн;Запоріжжя
ВАЗ 21072004;https://auto.ria.com/uk/auto_vaz_2107_31080771.html;1 000;26 790 грн;Рокитне
ВАЗ 21071988;https://auto.ria.com/uk/auto_vaz_2107_31080666.html;750;20 093 грн;Тернопіль
ВАЗ 21702007;https://auto.ria.com/uk/auto_vaz_2170_30838746.html;3 300;88 407 грн;Велика Лепетиха
ВАЗ 21011973;https://auto.ria.com/uk/auto_vaz_2101_30743807.html;1 000;26 790 грн;Харків
ВАЗ 21112003;https://auto.ria.com/uk/auto_vaz_2111_27451954.html;2 100;56 259 грн;Шепетівка
ВАЗ 21122008;https://auto.ria.com/uk/auto_vaz_2112_30788315.html;2 800;75 012 грн;Волочиськ
ВАЗ 21102005;https://auto.ria.com/uk/auto_vaz_2110_30707206.html;2 650;70 994 грн;Перечин
ВАЗ 21152005;https://auto.ria.com/uk/auto_vaz_2115_31080415.html;2 550;68 315 грн;Житомир
ВАЗ 21081987;https://auto.ria.com/uk/auto_vaz_2108_31080411.html;1 000;26 790 грн;Вінниця
ВАЗ 21072006;https://auto.ria.com/uk/auto_vaz_2107_31080414.html;2 000;53 580 грн;Маріуполь
